#,Token,Symbol,Address,Reputation,Labels,Symbol_lower,Rank,Asset,Symbol_y,Price,Marketcap,Category,Sector,Tags,similarity,type,Category_clean,duplicated
,Mett Fure,FURIE,0x5fada33c387b4867bb6fdbe68caaa8cf768c399c,UNKNOWN,,furie,,,,,,,,,0,,,
,G,G,0x276105758dfb270f5cd845aa04a6ba09c88699ca,UNKNOWN,['Website Down'],g,322,Gravity,G,$0.01,$140M,Networks,Smart Contract Platform,,100,Protocol,Networks,
,Gaga (Pepe),GAGA,0xb29dc1703facd2967bb8ade2e392385644c6dca9,NEUTRAL,,gaga,,,,,,,,,0,,,
,Galxe,GAL,0x5faa989af96af85384b8a938c2ede4a7378d9875,NEUTRAL,"['Data', 'Identity', 'NFT']",gal,361,Galxe,GAL,$0.92,$117M,Consumer Infrastructure,"Identity, Reputation, and Credentialing","['DAO', 'Governance Token']",100,Protocol,Others,
,Gala,GALA,0xd1d2eb1b1e90b638588728b4130137d262c87cae,NEUTRAL,['Gaming'],gala,108,Gala,GALA,$0.02,$825M,Metaverse and Gaming,Gaming,['Gaming Platform'],100,Protocol,Metaverse and Gaming,
,Green Bitcoin,GBTC,0xdc9cb148ecb70876db0abeb92f515a5e1dc9f580,NEUTRAL,,gbtc,,,,,,,,,0,,,
,GenBox,GENAI,0x1131d427ecd794714ed00733ac0f851e904c8398,NEUTRAL,,genai,,,,,,,,,0,,,
,GuiGui,GG,0x58b0cfde46811314d07578ef5c9a574ea8564d50,UNKNOWN,,gg,,,,,,,,,0,,,
,GLB Public Collection by TMWSTW,GLB,0xf1126bfbcbecaf5807378448e52ecaef23cf8a27,UNKNOWN,,glb,,,,,,,,,0,,,
,Galaxify,GLX,0xb48c625e2d55b53d192714deab18ec9d40e18a55,NEUTRAL,,glx,,,,,,,,,0,,,
,GM Frens,GM,0xfafc7f2abe53775b989018393b1b2c3d6526c6ea,UNKNOWN,,gm,,,,,,,,,0,,,
,GME,GME,0x8744b6f123a69a75ea7aa33eaf2daaebd3811abe,UNKNOWN,,gme,1056,GME,gme,$0.00,$14.54M,,,['Parody Coins'],100,,,
,GameStop,GME,0x246b2c72be80da157ecfa371f12d45801d44c9ab,UNKNOWN,,gme,1056,GME,gme,$0.00,$14.54M,,,['Parody Coins'],50,,,
,游戏驿站,GME,0x1735cbf7e1da60968dc90f968db0d530ef5fa8a2,UNKNOWN,,gme,1056,GME,gme,$0.00,$14.54M,,,['Parody Coins'],0,,,
,GameOver,GMO,0x4039a5b2e7db5bbec9a56701a49fe139987de54e,UNKNOWN,,gmo,,,,,,,,,0,,,
,Gnars HD,GNARSHD,0x75cd3f538c091c1d514ab1ad9832f54198cacec0,UNKNOWN,,gnarshd,,,,,,,,,0,,,
,Good Old Crypto,GOC,0xe7d81b34a50f75c25694d4619508c142c9e37a03,UNKNOWN,,goc,,,,,,,,,0,,,
,GoldChip,GOLDCHIP,0xeb127cfb2972f56093862525023e117cf9dc8c38,UNKNOWN,,goldchip,,,,,,,,,0,,,
,Gondola,GONDOLA,0xd43fba1f38d9b306aeef9d78ad177d51ef802b46,UNKNOWN,['MEME'],gondola,,,,,,,,,0,,,
,GOUGOU,GOUGOU,0x0e61db392fa8d913f28ec164128e84ec9740c330,UNKNOWN,,gougou,,,,,,,,,0,,,
,NodeAI,GPU,0x1258d60b224c0c5cd888d37bbf31aa5fcfb7e870,NEUTRAL,,gpu,657,NodeAI,gpu,$0.42,$41.09M,Networking and Web Services,Cloud Platforms,"['A.I.', 'DePIN']",100,Protocol,Others,
,Groyper,Groyper,0x6942806d1b2d5886d95ce2f04314ece8eb825833,UNKNOWN,['MEME'],groyper,,,,,,,,,0,,,
,Gumshoos,GRUMP,0x3676a247f2fb2af9e1ae61209ffbb2bdd647df18,UNKNOWN,,grump,,,,,,,,,0,,,
,GameStop,GSTOP,0xdd157bd06c1840fa886da18a138c983a7d74c1d7,NEUTRAL,,gstop,,,,,,,,,0,,,
,GURU Token,GURU,0x525574c899a7c877a11865339e57376092168258,NEUTRAL,['Artificial Intelligence'],guru,1681,Guru,guru,$0.04,$3.57M,,,,40,,,
,Hash War,hawa,0x17d50ab23eb75192e2a1e882cfaae59fbddce300,UNKNOWN,,hawa,,,,,,,,,0,,,
,Hedron,HDRN,0x3819f64f282bf135d62168c1e513280daf905e06,UNKNOWN,['Staking'],hdrn,,,,,,,,,0,,,
,Hemule,HEMULE,0xeaa63125dd63f10874f99cdbbb18410e7fc79dd3,UNKNOWN,['DeFi'],hemule,,,,,,,,,0,,,
,HEX,HEX,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,NEUTRAL,['Finance'],hex,,,,,,,,,0,,,
,Highstreet token,HIGH,0x71ab77b7dbb4fa7e017bc15090b2163221420282,NEUTRAL,"['Gaming', 'Metaverse']",high,622,Highstreet,HIGH,$0.62,$45.52M,Metaverse and Gaming,Metaverse,['NFTs'],100,Protocol,Metaverse and Gaming,
,Hodl,HODL,0xa7d99da9dc3a93fbbbd409d9abda47ad7798e7e4,UNKNOWN,,hodl,,,,,,,,,0,,,
,Pepoclown,HONK,0xd8e8438cf7beed13cfabc82f300fb6573962c9e3,UNKNOWN,['MEME'],honk,,,,,,,,,0,,,
,Hoppei,HOPPEI,0x3fcf109d8c37d38e2626a670774df9a9acb33e62,UNKNOWN,,hoppei,,,,,,,,,0,,,
,Hoppy,HOPPY,0x6e79b51959cf968d87826592f46f819f92466615,NEUTRAL,['MEME'],hoppy,1084,Hoppy,hoppy,$0.00,$13.80M,Cryptocurrency,Cryptocurrency,['Meme'],100,Cryptocurrency,Cryptocurrency,
,Hoppymemes,HOPPY,0x8aeb5ec54c65c2b44482098e1e02a8e712678b91,UNKNOWN,,hoppy,1084,Hoppy,hoppy,$0.00,$13.80M,Cryptocurrency,Cryptocurrency,['Meme'],100,Cryptocurrency,Cryptocurrency,
,Hottie Froggie,HOTTIE,0x489d79959e6ad1e3fef7c939a2d889deff1668a8,UNKNOWN,['MEME'],hottie,,,,,,,,,0,,,
,Siberian Husky,HUSKY,0xae8034f86710f9874fe436449defa95d8a555317,UNKNOWN,,husky,,,,,,,,,0,,,
,HyperCycle Token,HyPC,0xea7b7dc089c9a4a916b5a7a37617f59fd54e37e4,NEUTRAL,['Artificial Intelligence'],hypc,1205,HyperCycle,hypc,$0.07,$10.33M,Compute Networks,General Compute,"['A.I.', 'DePIN']",100,Protocol,Others,
,Hyper,HYPER,0xe2cfd7a01ec63875cd9da6c7c1b7025166c2fa2f,UNKNOWN,,hyper,,,,,,,,,,,,TRUE
,Ice Land,ICELAND,0x420fbb6006fb251318414ffa530590c3d7618e33,NEUTRAL,,iceland,,,,,,,,,0,,,
,IMPT,IMPT,0x04c17b9d3b29a78f7bd062a57cf44fc633e71f85,NEUTRAL,,impt,1654,IMPT,impt,$0.00,$3.75M,Synthetic Assets,Real World Assets,['Carbon Credits'],100,Synthetic,Others,
,infraX,INFRA,0xe9eccde9d26fcbb5e93f536cfc4510a7f46274f8,NEUTRAL,['Artificial Intelligence'],infra,1468,infraX,infra,$5.40,$5.40M,,,,100,,,
,Geojam,JAM,0x23894dc9da6c94ecb439911caf7d337746575a72,UNKNOWN,"['Gaming', 'NFT', 'DeFi']",jam,,,,,,,,,0,,,
,JasmyCoin,JASMY,0x7420b4b9a0110cdc71fb720908340c03f9bc03ec,NEUTRAL,,jasmy,104,JasmyCoin,JASMY,$0.02,$840M,Physical Infrastructure Networks,Wireless and Sensor Networks,,100,Protocol,Others,
,ElSenorPepe,JEFE,0xff5fe2233bb38e0b46abc968d1648c869128def5,UNKNOWN,,jefe,,,,,,,,,0,,,
,JEJE,JJ,0x1fdd61ef9a5c31b9a2abc7d39c139c779e8412af,NEUTRAL,,jj,,,,,,,,,0,,,
,Jr MAGA,JRMAGA,0x906900ac21d17f6f0502bffff6fb37a2085417a8,UNKNOWN,,jrmaga,,,,,,,,,0,,,
,Joker Trump,JUMP,0xe434c7cb267998d302984418c5fac15e43caeab2,UNKNOWN,,jump,,,,,,,,,0,,,
,Kabosu,Kabosu,0xbadff0ef41d2a68f22de21eabca8a59aaf495cf0,NEUTRAL,,kabosu,1087,Kabosu ERC20,kabosu,$0.01,$13.70M,,,,100,,,
,Kaeru The Frog,Kaeru,0x6987e0304d1b26a311e68e3f3da26b1c885a4e83,UNKNOWN,['MEME'],kaeru,,,,,,,,,0,,,
,Kalm Coin,kalm,0x07609e3acd353fbdb53984b1c3e1d3553619eb74,UNKNOWN,,kalm,,,,,,,,,0,,,
,Kanji,KANJI,0xb5c4ea70affedb5a15ee0ed0c522cd0c7c25379f,UNKNOWN,,kanji,,,,,,,,,0,,,
,Karate,KARATE,0x80008bcd713c38af90a9930288d446bc3bd2e684,UNKNOWN,['Gaming'],karate,1173,Karate Combat,karate,$0.00,$11.24M,Entertainment,Sports,['Fan Token'],100,Protocol,Others,
,Kaspa,KAS,0x112b08621e27e10773ec95d250604a041f36c582,NEUTRAL,['Blockchain'],kas,46,Kaspa,KAS,$0.10,$2.75B,Cryptocurrency,Cryptocurrency,['Proof-of-Work'],100,Cryptocurrency,Cryptocurrency,
,Kekistan,KEK,0x4ade2b180f65ed752b6f1296d0418ad21eb578c0,NEUTRAL,,kek,,,,,,,,,0,,,
,Kendu Inu,Kendu,0xaa95f26e30001251fb905d264aa7b00ee9df6c18,UNKNOWN,['MEME'],kendu,828,Kendu Inu,kendu,$0.00,$26.88M,Cryptocurrency,Cryptocurrency,,100,Cryptocurrency,Cryptocurrency,
,Kermit,KERMIT,0x77777296acfa95668305f8da0785205af595153c,UNKNOWN,,kermit,,,,,,,,,0,,,
,Kermit,KERMIT,0x9909e6b9b8c05636617763e5bb78c75e0ec45a85,UNKNOWN,['MEME'],kermit,,,,,,,,,0,,,
,Kerry,KERRY,0x54e50e0dad3747459df193937ee46f74a3cf37c5,UNKNOWN,,kerry,,,,,,,,,0,,,
,KiboShib,KIBSHI,0x02e7f808990638e9e67e1f00313037ede2362361,UNKNOWN,['MEME'],kibshi,,,,,,,,,0,,,
,hikikomori,KIKO,0x1728c22688bae37c25adf0be3b9489b392fded54,UNKNOWN,,kiko,,,,,,,,,0,,,
,Kirokugo,KIRO,0xc5903ced3c193b89cbbb5a0af584494c3d5d289d,NEUTRAL,,kiro,,,,,,,,,0,,,
,KISHU INU,KISHU,0x4d90d5b6c3205a8f2ae309369028b20791ad37ba,UNKNOWN,,kishu,1221,Kishu Inu,KISHU,$0.0₉104,$9.88M,Cryptocurrency,Cryptocurrency,"['Dog-Themed', 'Meme']",38,Cryptocurrency,Cryptocurrency,
,Kishu Inu,KISHU,0xa2b4c0af19cc16a6cfacce81f192b024d625817d,NEUTRAL,['MEME'],kishu,1221,Kishu Inu,KISHU,$0.0₉104,$9.88M,Cryptocurrency,Cryptocurrency,"['Dog-Themed', 'Meme']",100,Cryptocurrency,Cryptocurrency,
,Kishu inu,KISHU,0xbeddd2508fd3622917bed698ce3327a3ba445dd4,UNKNOWN,,kishu,1221,Kishu Inu,KISHU,$0.0₉104,$9.88M,Cryptocurrency,Cryptocurrency,"['Dog-Themed', 'Meme']",89,Cryptocurrency,Cryptocurrency,
,Keith Gill,KITTY,0xf42b741b3ab2f1228b34b296c7b6bbd56496215b,UNKNOWN,,kitty,,,,,,,,,0,,,
,Roaring Kitty,KITTY,0xb3904a699037655028fac5010b5b4685b0195bdc,UNKNOWN,,kitty,,,,,,,,,0,,,
,Kochi Ken,KOCHI,0x6fba952443be1de22232c824eb8d976b426b3c38,UNKNOWN,['MEME'],kochi,,,,,,,,,0,,,
,Kodamara,KODAMARA,0x56e6f1bffde5dccd9a183585ce31f2902fc52707,UNKNOWN,,kodamara,,,,,,,,,0,,,
,krazy n.d.,KRAZY,0x187df9748016da82578c83a61c3b3093ac6b8669,NEUTRAL,,krazy,,,,,,,,,0,,,
,krazy n.d.,KRAZY,0x53a9e788844cf70f5463ab0ddfb197fae350c059,UNKNOWN,,krazy,,,,,,,,,0,,,
,Kumamon,KUMA,0x1c43f4c10f23bd8f43badc34eadb5f7347f09243,UNKNOWN,,kuma,,,,,,,,,0,,,
,Kumamon,Kuma,0x770a31c2fc7bd977a2ca50295aafed3a61d83493,UNKNOWN,,kuma,,,,,,,,,0,,,
,Karak - USDe,KUSDe,0xbe3ca34d0e877a1fc889bd5231d65477779aff4e,UNKNOWN,,kusde,,,,,,,,,0,,,
,Milady,LADYS,0x12970e6868f88f6557b76120662c1b3e50a646bf,NEUTRAL,['MEME'],ladys,717,Milady Meme Coin,ladys,$0.0₇480,$34.92M,Cryptocurrency,Cryptocurrency,['Meme'],100,Cryptocurrency,Cryptocurrency,
,Data Lake Token,LAKE,0xf9ca9523e5b5a42c3018c62b084db8543478c400,UNKNOWN,['Data'],lake,1995,Data Lake,lake,$0.00,$1.99M,Data,Indexing,"['Healthcare', 'Rewards']",100,Protocol,Others,
,Landwu,LANDWU,0x67c4d14861f9c975d004cfb3ac305bee673e996e,UNKNOWN,['MEME'],landwu,,,,,,,,,0,,,
,Long Dragon,LD,0x5a4a3c69a746fc24880e3225762fea93b765bf3d,NEUTRAL,,ld,,,,,,,,,0,,,
,DOGE KILLER,LEASH,0x27c70cd1946795b66be9d954418546998b546634,UNKNOWN,"['Shiba Inu', 'MEME']",leash,1078,Doge Killer,LEASH,$129.16,$13.89M,Cryptocurrency,Cryptocurrency,"['Dog-Themed', 'Meme']",35,Cryptocurrency,Cryptocurrency,
,LEEEEEEEEEEEROOOOY JENKINNNNNS!!!!,LEEROY,0x1e971b5b21367888239f00da16f0a6b0effecb03,UNKNOWN,['MEME'],leeroy,,,,,,,,,0,,,
,Lhasa Apso,LHASA,0x47e6d564fa718532ce4b2756b1c2c7078abc2803,UNKNOWN,,lhasa,,,,,,,,,0,,,
,KING OF MEME,LION,0xf3c3745894d979f8f85761bd060520bddbc464e9,UNKNOWN,['MEME'],lion,,,,,,,,,0,,,
,lmeow,LMEOW,0x1ae7e1d0ce06364ced9ad58225a1705b3e5db92b,NEUTRAL,,lmeow,1144,lmeow,lmeow,$0.01,$11.92M,Cryptocurrency,Cryptocurrency,"['Cat-Themed Coins', 'Meme']",100,Cryptocurrency,Cryptocurrency,
,LOVE,LOVE,0x504624040e0642921c2c266a9ac37cafbd8cda4e,UNKNOWN,['Charity'],love,,,,,,,,,0,,,
,LilPudgys,LP,0x524cab2ec69124574082676e6f654a18df49a048,OK,['NFT'],lp,,,,,,,,,0,,,
,Ether.fi-Liquid1,LQIDETHFIV1,0xea1a6307d9b18f8d1cbf1c3dd6aad8416c06a221,UNKNOWN,"['ether.fi', 'Liquid staking']",lqidethfiv1,,,,,,,,,0,,,
,Less Than Three,LT3,0x6ff0c1e1b674138de7f5dd4131bf76665c0ff54a,UNKNOWN,,lt3,,,,,,,,,0,,,
,Wrapped LUNC Token,LUNC,0xd2877702675e6ceb975b4a1dff9fb7baf4c91ea9,NEUTRAL,,lunc,190,Terra Luna Classic,LUNC,$0.00,$332M,Networks,Smart Contract Platform,"['Application Specific Chain', 'Governance Token']",37,Protocol,Networks,
,MAGA,MAGA,0xd29da236dd4aac627346e1bba06a619e8c22d7c5,UNKNOWN,,maga,,,,,,,,,0,,,
,VoldemortDonaldTrumpEggman69Inu,MAGA,0x760fbbb1c7f8caf47841000da0657868497d888c,UNKNOWN,['Decentralized Web'],maga,,,,,,,,,0,,,
,MAGA PEPE,MAGAPEPE,0x8e7bd91f7d51d58145365341fdb37e0edfc8397f,NEUTRAL,,magapepe,,,,,,,,,0,,,
,Mao,MAO,0x3dc7d520fb61835c12150456ee38c9ef305b94cd,NEUTRAL,,mao,,,,,,,,,0,,,
,KittyCat,MAOMAO,0xf47e388a22e92656c5220551a7a50eddaa742bbe,UNKNOWN,,maomao,,,,,,,,,0,,,
,Mara,MARA,0x3bdca51226202fc2a64211aa35a8d95d61c6ca99,UNKNOWN,,mara,,,,,,,,,0,,,
,Marv,MARV,0x3bb1be077f3f96722ae92ec985ab37fd0a0c4c51,UNKNOWN,['MEME'],marv,,,,,,,,,0,,,
,Marvin Inu,MARVIN,0xf4090285074a2422fb04086368b3c28cf849215f,UNKNOWN,,marvin,,,,,,,,,0,,,
,Wojak Mask,MASK,0x2b8aac1630f7bc0c4b1ed8036c0fe0d71cb44709,NEUTRAL,,mask,295,Mask Network,MASK,$1.68,$167M,Consumer Infrastructure,"Identity, Reputation, and Credentialing","['Governance Token', 'Privacy']",57,Protocol,Others,
,ESCAPE MATRIX,MATRIX,0x9a9be9d940ca70468cebaccb7cf8ead5e69c4592,UNKNOWN,,matrix,,,,,,,,,0,,,
,Heroes of Mavia,MAVIA,0x24fcfc492c1393274b6bcd568ac9e225bec93584,UNKNOWN,['Gaming'],mavia,1213,Heroes of Mavia,mavia,$0.19,$10.16M,Metaverse and Gaming,Gaming,"['Game', 'Play-to-Earn']",100,Protocol,Metaverse and Gaming,
,MutantApeYachtClub,MAYC,0x60e4d786628fea6478f785a6d7e704777c86a7c6,OK,['NFT'],mayc,,,,,,,,,0,,,
,The American Pepe,MCPEPE,0xfca13f773c021506b43018caa924671d813ff59a,UNKNOWN,,mcpepe,,,,,,,,,0,,,
,MindAI,MDAI,0xb549116ac57b47c1b365a890e1d04fd547dfff97,NEUTRAL,['Artificial Intelligence'],mdai,,,,,,,,,0,,,
,Fallen Gravity,MDJFG,0x97fe82c2cdb82e84231f5cbcb949ef443f17fc7e,UNKNOWN,,mdjfg,,,,,,,,,0,,,
,Make ETH Great Again,MEGA,0xc06bf3589345a81f0c2845e4db76bdb64bbbbc9d,NEUTRAL,,mega,,,,,,,,,0,,,
,Make Ethereum Great Again,MEGA,0x480c30127670bdaac6f897dd238a56335b337232,UNKNOWN,,mega,,,,,,,,,0,,,
,MeiMei,MEIMEI,0xed9b34fb6d5b76fc9e897ab88d02efc7491fcebf,UNKNOWN,,meimei,,,,,,,,,0,,,
,Melania Trump,MELANIA,0x8cefbeb2172a9382753de431a493e21ba9694004,UNKNOWN,['MEME'],melania,273,Melania Meme,MELANIA,$0.34,$187M,Cryptocurrency,Cryptocurrency,['Meme'],80,Cryptocurrency,Cryptocurrency,
,Meme Stocks,MEMES,0xdca0d70c8948e84b792ac356e57871d16cd26017,UNKNOWN,,memes,,,,,,,,,0,,,
,Miao The Cat,MIAO,0x062822971d6efd0fa46f5def95e4393c439debd8,UNKNOWN,,miao,,,,,,,,,0,,,
,Miāo Miāo Miāo,MIAO,0x368ecc49faaf400010f311b26f073345c981d25f,UNKNOWN,,miao,,,,,,,,,0,,,
,Milady,MIL,0x5af0d9827e0c53e4799bb226655a1de152a425a5,UNKNOWN,['NFT'],mil,,,,,,,,,0,,,
,MILAREPA,MILAREPA,0xe0b5136c46d3c55bae662f4ef63941d32f269c4c,UNKNOWN,,milarepa,,,,,,,,,0,,,
,Minions,Minions,0x271a66f8c4728b07a6a8d3895cf825f4a0791d3c,UNKNOWN,,minions,,,,,,,,,0,,,
,Meme Kombat,MK,0x9fdfb933ee990955d3219d4f892fd1f786b47c9b,NEUTRAL,,mk,1350,Memelinked,mk,$0.11,$7.22M,,,,57,,,
,Maldo,MLD,0xc2973032959fb3629c07d1c9f7539daa31b05ffd,UNKNOWN,['Technology'],mld,,,,,,,,,0,,,
,MoveMoveCoin,MMC,0x88ee7a3537667958d040216d9dc1752d1274d838,UNKNOWN,['Fitness'],mmc,,,,,,,,,0,,,
,Memeinator,MMTR,0xb8a4350edafd7af34164dd5870e49e28393ff3ec,NEUTRAL,,mmtr,,,,,,,,,0,,,
,MobyToken,MOBY,0x40a7df3df8b56147b781353d379cb960120211d7,UNKNOWN,['DeFi'],moby,998,Moby AI,moby,$0.02,$17.06M,Compute Networks,Machine Learning,"['A.I.', 'AI Agents']",73,Protocol,Others,
,Mog Coin,Mog,0xaaee1a9723aadb7afa2810263653a34ba2c21c7a,UNKNOWN,['MEME'],mog,153,Mog Coin,MOG,$0.0₅114,$454M,Cryptocurrency,Cryptocurrency,"['Cat-Themed Coins', 'Meme']",100,Cryptocurrency,Cryptocurrency,
,Moge,MOGE,0x433f62964edd67d7349088fe44544f822f863a6c,NEUTRAL,,moge,,,,,,,,,0,,,
,Moge Coin,MOGE,0xc9743303352e25d1b4c2605d7f69872f12463227,UNKNOWN,,moge,,,,,,,,,0,,,
,Mogei,MOGEI,0xfd022f2c5afce41c5abbc25f69240e37209f39c0,UNKNOWN,,mogei,,,,,,,,,0,,,
,MOGU,MOGU,0xfb8f50353eaa279d4874529c29304e0ff494e1e1,UNKNOWN,,mogu,,,,,,,,,0,,,
,MOGUTOU,MOGUTOU,0x6aa60deccfa289b58603bd79988fa5400bae5954,UNKNOWN,,mogutou,,,,,,,,,0,,,
,Mogutou,MOGUTOU,0x9d2c813c6463ec93af1433e6a5bf02afc49f8d90,UNKNOWN,,mogutou,,,,,,,,,0,,,
,MOJO The Gorilla,MOJO,0x8b95fe1c06e58c269f1267e0f0093b7b26b85481,NEUTRAL,,mojo,,,,,,,,,0,,,
,Monkas,MONKAS,0xdc7ac5d5d4a9c3b5d8f3183058a92776dc12f4f3,UNKNOWN,['MEME'],monkas,,,,,,,,,0,,,
,Monkei,MONKEI,0x28b7f370a2b0fd04a9f420c8863b12f35c0f791a,UNKNOWN,,monkei,,,,,,,,,0,,,
,MorseDN404,MORSE,0xe591293151ffdadd5e06487087d9b0e2743de92e,UNKNOWN,,morse,,,,,,,,,0,,,
,Maple Token,MPL,0x33349b282065b0284d756f0577fb39c158f935e6,UNKNOWN,,mpl,887,Maple Finance (legacy),MPL,$12.61,$23.11M,Marketplaces,Lending,"['DeFi', 'Undercollateralized Lending']",71,Protocol,Marketplaces,
,meson.network,MSN,0xaa247c0d81b83812e1abf8bab078e4540d87e3fb,NEUTRAL,,msn,,,,,,,,,0,,,
,mswETH,mswETH,0x32bd822d615a3658a68b6fdd30c2fcb2c996d678,NEUTRAL,['DeFi'],msweth,,,,,,,,,0,,,
,MUBI,MUBI,0x38e382f74dfb84608f3c1f10187f6bef5951de93,UNKNOWN,['Cross-Chain'],mubi,1539,Multibit,mubi,$0.00,$4.70M,Cross-Chain Interoperability,Generalized Bridge,,40,Protocol,Generalized Bridge,
,Project Mullet,MULLET,0x7a569bff9f87b526b39331ca870516c1d93c0fda,UNKNOWN,['MEME'],mullet,,,,,,,,,0,,,
,MUMUNODE,MUMUNODE,0x8c1a5834a2f593f00da6aadbbce942411206dc01,UNKNOWN,,mumunode,,,,,,,,,0,,,
,Boys Club Munchy,Munchy,0x9a0d1b52e0684ab42aa0c2613abb4c04217e8aa6,NEUTRAL,,munchy,,,,,,,,,0,,,
,Metahorse Unity Token,MUNITY,0xe97f6dde78b11b58cb3e394f15ab592cb2acd290,NEUTRAL,,munity,,,,,,,,,0,,,
,MAGA VP,MVP,0x766d2fcece1e3eef32aae8711ab886ee95fd5b2a,UNKNOWN,,mvp,,,,,,,,,0,,,
,MAGAVPTRACKER,MVPTTRACKER,0xbcb12f52d61a1abc61e502216931127be6b5c06b,UNKNOWN,,mvpttracker,,,,,,,,,0,,,
,MetaZero,MZERO,0x328a268b191ef593b72498a9e8a481c086eb21be,NEUTRAL,['DeFi'],mzero,,,,,,,,,0,,,
,nsurance,n,0xc7bb03ddd9311fc0338be013e7b523254092fda9,NEUTRAL,['DeFi'],n,,,,,,,,,0,,,
,Nettensor,NAO,0x72f713d11480dcf08b37e1898670e736688d218d,NEUTRAL,,nao,,,,,,,,,0,,,
,Atlas Navi,NAVI,0xfc1c93a2507975e98b9d0e9260ded61a00152bf1,UNKNOWN,['Technology'],navi,1448,Atlas Navi,navi,$0.04,$5.71M,Consultancy and Advisory,Software Development Services,"['A.I.', 'NFTs']",100,Protocol,Others,
,Nemo Sum,NEMO,0xb60fdf036f2ad584f79525b5da76c5c531283a1b,UNKNOWN,['MEME'],nemo,,,,,,,,,0,,,
,NeuralAI,NEURAL,0x32b053f2cba79f80ada5078cb6b305da92bde6e1,UNKNOWN,['Artificial Intelligence'],neural,650,NEURALAI,neural,$4.21,$41.45M,,,,40,,,
,Everclear,NEXT,0xfe67a4450907459c3e1fff623aa927dd4e28c67a,NEUTRAL,,next,,,,,,,,,0,,,
,NFTfi,NFTFI,0x09d6f0f5a21f5be4f59e209747e2d07f50bc694c,UNKNOWN,['Governance'],nftfi,,,,,,,,,0,,,
,Nihao coin,NIHAO,0xa672b803e807ab9b7cb8514350523cd6d2e4d5cc,NEUTRAL,,nihao,,,,,,,,,0,,,
,Nimbus Network,NIMBUS,0xbe4d9c8c638b5f0864017d7f6a04b66c42953847,NEUTRAL,,nimbus,,,,,,,,,0,,,
,Nitefeeder,NITEFEEDER,0x85f7cfe910393fb5593c65230622aa597e4223f1,UNKNOWN,['MEME'],nitefeeder,,,,,,,,,0,,,
,Niza,Niza,0xb58e26ac9cc14c0422c2b419b0ca555ee4dcb7cb,NEUTRAL,,niza,,,,,,,,,0,,,
,NetMind Token,NMT,0x03aa6298f1370642642415edc0db8b957783e8d6,UNKNOWN,"['Artificial Intelligence', 'Data']",nmt,667,NetMind Token,nmt,$0.82,$39.49M,Networks,Smart Contract Platform,,100,Protocol,Networks,
,NOBLEBLOCKS,NOBL,0x88b9f5c66342ebaf661b3e2836b807c8cb1b3195,NEUTRAL,['Platform'],nobl,,,,,,,,,0,,,
,HighNoon,NOON,0xfd20e1b78c353877a25274c85fb5566277e5f60e,UNKNOWN,,noon,,,,,,,,,0,,,
,NuNet Utility Token,NTX,0xf0d33beda4d734c72684b5f9abbebf715d0a7935,NEUTRAL,['Computing'],ntx,1131,NuNet,NTX,$0.02,$12.20M,Compute Networks,General Compute,['A.I.'],100,Protocol,Others,
,Option2Trade,O2T,0x9cb228d638639881155211b03b8dc1027bf0880d,NEUTRAL,,o2t,,,,,,,,,0,,,
,OPEN GPU,oGPU,0x067def80d66fb69c276e53b641f37ff7525162f6,UNKNOWN,,ogpu,,,,,,,,,0,,,
,Autonolas,OLAS,0x0001a500a6b18995b03f44bb040a5ffc28e45cb0,NEUTRAL,['Artificial Intelligence'],olas,589,Autonolas,OLAS,$0.29,$51.18M,Compute Networks,Machine Learning,"['A.I.', 'AI Agents']",100,Protocol,Others,
,OMALLEY,OMALLEY,0x937f44df573fc9779846c255b3f58eee7266d25a,UNKNOWN,,omalley,,,,,,,,,0,,,
,Omni Network,OMNI,0x36e66fbbce51e4cd5bd3c62b637eb411b18949d4,UNKNOWN,['DeFi'],omni,425,Omni Network,OMNI,$2.58,$94.48M,Networks,Smart Contract Platform,['EVM'],100,Protocol,Networks,
,OmniCat,OMNI,0x9e20461bc2c4c980f62f1b279d71734207a6a356,UNKNOWN,['MEME'],omni,425,Omni Network,OMNI,$2.58,$94.48M,Networks,Smart Contract Platform,['EVM'],73,Protocol,Networks,
,OpSec,OPSEC,0x6a7eff1e2c355ad6eb91bebb5ded49257f3fed98,NEUTRAL,,opsec,,,,,,,,,0,,,
,Oracul Ai,ORACUL,0xf158495c998d342512dffc99309d2cd9f76f43db,UNKNOWN,,oracul,,,,,,,,,0,,,
,Ordiswap,ORDS,0x8ab2ff0116a279a99950c66a12298962d152b83c,NEUTRAL,['DEX'],ords,,,,,,,,,0,,,
,Orion Protocol,ORN,0x0258f474786ddfd37abce6df6bbb1dd5dfc4434a,UNKNOWN,,orn,1168,Orion Protocol,ORN,$0.33,$11.35M,Marketplaces,Aggregator,"['Automated Market Maker (AMM)', 'Decentralized Exchange']",100,Protocol,Marketplaces,
,Off Radar VPN,ORV,0xf18a123ff479ff30336302bded29696ead2f3411,UNKNOWN,,orv,,,,,,,,,0,,,
,OtxExchange,OTX,0x7717f2828fe4dac8558d23ee4cdfed9544e9321f,NEUTRAL,,otx,,,,,,,,,0,,,
